point_id,lat,lng,weight,freq_index,ward,target_pop,total_pop,car_density,employed,seasonality_index
4ced2e5b-f02f-42d5-8816-55b7ab6d03ac,12.962362035654209,77.56209224554001,98.173307566865,1.0,Ward_199,559.5560622308548,1666.3754814220483,0.260170951897273,757.6965447632034,0.9545039018665921
81d36631-a8c6-45de-a8eb-c1ea0b93d5f2,13.135214291922976,77.54987362886942,17.005621809723863,0.5,Ward_11,587.2214546327841,2383.872733614411,0.6652897159291598,1024.9360777822762,1.0290454512305118
84553616-f092-4460-86dc-6d80c5c83814,13.069598182543421,77.50284617375085,20.842977448040344,1.5,Ward_42,425.68405514356397,2228.972832050998,0.44199637528110836,704.3726084101058,1.0969315063720755
cbccbafa-e8b4-4bc2-8fde-a1a4c32d7163,13.029597545259112,77.63218000103045,79.22715424294819,1.0,Ward_66,602.1212984536851,1201.885398311797,0.3458403763019898,1107.0879322391231,0.8733922823318334
8c0040c4-1ac4-407a-8298-eff40ee4ab2a,12.896805592132731,77.5929872481526,108.28716733976971,1.0,Ward_94,566.1473565062673,1573.0353039785227,0.19513778171142576,1157.4753030232637,0.9836962185650229
7323fe9d-653b-40c2-a459-4a5d7ec06aa8,12.896798356100861,77.7097102976972,34.347017381201105,1.0,Ward_61,684.2601731441468,2433.2844791245884,0.37480368865316516,1103.6638555642853,0.9393196656081102
2d83efb5-a80f-45d2-956f-f428b2ea8b0e,12.86742508365046,77.45963287414462,36.06086163368638,1.0,Ward_60,528.9776828672382,1091.3031002000225,0.3924568062525954,1070.5842867827582,1.0191177168905285
a07c7475-a448-4f45-92d2-24b90206eb8b,13.109852843732481,77.64316037826654,14.626634656588546,1.0,Ward_142,651.6730876651122,1537.094873444297,0.7202202666215848,315.57722501678984,0.9168517125099982
4d26bf51-5a58-4003-87b2-a078b4224ec6,13.030334503522962,77.67888466355348,19.38473996978029,0.5,Ward_120,166.89216498688802,2535.6961448656843,0.758079616130965,1023.5292670985476,0.9418676434960658
57cbd91e-ad05-41d0-bfb4-0e9d5cc5e1b7,13.062421773338814,77.6778459707565,30.192621641602265,2.0,Ward_133,341.3198506055435,1541.6307399515385,0.6876134717736365,784.6926229746045,1.13290587975612
6cc7efea-cbf4-4d07-9e49-802b4283bea4,12.85617534828874,77.71582219012866,55.87301296753985,1.5,Ward_31,666.8851675169461,1162.6008676556226,0.3717242789381431,958.7370083865817,1.1109957585745862
f50b312f-ae76-4a04-b0ea-f601899fcf6f,13.140972955648598,77.66871012284885,57.063056452499886,1.0,Ward_48,550.177906992737,1627.7047733200038,0.49142104046820656,873.7473093471158,0.962847346657445
