location_id,name,lat,lng,rent_index,property_val_local,city_avg_prop,avg_wage_local,avg_wage_city,outage_rate,setup_cost,monthly_margin,monthly_opex,avg_spend,units_approved,avg_hh_size,footfall_gain,metro_multiplier,pop_growth,student_demand,hosp_footfall,zoning_flag,width_future,width_current,dist_to_transit_hub,connectivity,expected_car_cust,pedestrian_count,vehicle_count,road_frontage,max_signage_ht,flood_days,daily_rev_lost,event_footfall,parking_spots_200m,store_fmt
578a6413-0b09-4c8b-8721-009883f15640,TradeHalo Frazer Town Candidate,12.860153707767665,77.59993656947435,1.0861926082476523,9964.03637068527,10000,21735.422500402834,20000,0.056066062145984884,1217567.0420841319,259055.42750466007,597695.0288035156,500,105,3.5,5090.037803603751,1.0,0.08076400997262052,369.47793168907725,2000.0,0,20,40,2.0383339490232384,0.6362542288386424,49,7672.9187598122735,11115.840959057168,15.998418869713035,30,1,12730.354497774186,388.3120455554053,20,0.9174797244612027
44bd97a2-12a9-4ff9-a3bd-3330743cd3d3,TradeHalo Basavanagudi Candidate,13.025435824861034,77.71640024879669,1.4411202784344874,9477.924088158823,10000,23307.419164490864,20000,0.07712643565057493,1817497.0898938966,263687.2271086811,543235.5245631437,500,94,3.5,13111.21364725227,1.0,0.05595867738173588,27.79181377934016,157.9577898104304,0,40,60,0.3318199295147222,0.5494898766627272,66,4802.387913269138,8307.269055143686,39.617668440054274,30,0,9492.696103922966,4534.129371228272,24,0.6994651975461633
fd1077b5-9e40-49ce-98e8-3e451a15eff5,TradeHalo HSR Layout Candidate,13.117823859649295,77.50710952069844,0.7490006513952598,8977.184659683882,10000,19606.438616179283,20000,0.06852411799758322,1231638.1596243812,222618.58326610536,413467.8916907457,500,84,3.5,7588.274927845353,1.2,0.05941020017379385,39.29816199088117,174.2422048086569,0,40,20,7.157902437342395,1.2181767698599835,55,5381.891550038557,6690.738209824456,27.64934795731069,10,1,9571.701922831387,332.40266865442067,25,0.7220411466435476
4dfbfcd3-f841-4180-b80a-0ab4162c335d,TradeHalo MG Road Candidate,13.020327995784168,77.6746543888594,0.8663768463912591,13091.512434622742,10000,22716.020553091068,20000,0.18135153543132415,1484691.2432923012,413975.3645048048,469775.32588257606,500,101,3.5,905.1686482878362,1.0,0.0572901181505504,300.307336769487,74.23037596879833,0,60,60,8.968151564940838,1.1059266851996705,46,3201.1253193038883,12157.630219345143,16.101238390483534,10,2,7656.014820680581,1014.466839748954,16,0.6736073890136444
7d2afa63-97d9-4617-87d0-24dd1e577107,TradeHalo MG Road Candidate,13.026456989312202,77.47378774057842,1.3039673306652353,10017.05454666921,10000,19268.450730113564,20000,0.045002008640477695,1904130.9572507534,255119.54096953786,490004.90494515595,500,100,3.5,1854.4822518223075,1.0,0.022924468712640818,603.4213234520358,476.62765233820164,0,40,40,1.5732919811615735,0.8485367420524336,40,3203.4197822814695,10381.9603101348,16.834898651285776,30,0,8843.763097096915,316.7114594409917,17,0.7203462113100955
6955b8aa-c507-4ebb-bbb1-823e95d414da,TradeHalo Yelahanka Candidate,13.148655416889426,77.47043621765198,0.8976290323632543,14583.728277641581,10000,20958.051392262398,20000,0.09944455703150797,1448658.0328681346,215775.21041347433,266881.900613529,500,110,3.5,574.8170279754892,1.5,0.09324108239143872,584.187723011058,187.74324033013454,0,20,60,4.778378644647996,1.0879227241831053,50,3124.130170155199,9723.441523194504,49.774747671456865,10,1,11517.812672575223,618.8418603335091,16,0.15183006651027509
d3fcd20f-ba33-49ce-8f69-eda9d9511ce7,TradeHalo Frazer Town Candidate,13.119380350117506,77.50764073501438,0.9482434788485211,7709.897218040654,10000,20865.534044598466,20000,0.05066978695972611,1421373.8212226308,175615.36174696428,519457.536463726,500,98,3.5,6570.433587889136,1.0,0.04064724066562587,1148.8849310531116,313.5975623988077,0,20,20,0.21636979791530936,1.0457332592550037,59,7347.023654011593,12848.913473567021,17.69596699578119,20,2,14576.644719680753,344.3158697895297,15,0.6765580112846107
265a411a-1198-4710-beb4-e40664bd179d,TradeHalo Sadashivanagar Candidate,13.04039515836008,77.67118384863926,0.9284414852009362,12698.856455580566,10000,23614.174601944575,20000,0.12000135742653076,1451971.6849845033,266422.97905680316,387679.6303265919,500,82,3.5,1121.715081643238,1.0,0.10181155154669812,352.77873030497676,57.41919670198009,0,40,60,1.5601738364110354,1.2359480079013316,48,6275.789267366099,4027.711898250709,24.425912938531393,10,1,8920.731166880614,537.6519175458117,16,0.39304693859460416
dcc81bb1-89e3-46bb-9cb3-c62a6d9f3985,TradeHalo Indiranagar Candidate,13.004273354291964,77.74909215789208,1.1729525726947905,12034.244781939853,10000,22765.277663997666,20000,0.21396419165186,1886362.0649804978,320300.6085093663,394421.266859902,500,97,3.5,6844.616052620875,1.2,0.013800534249287337,122.95733140041581,41.54471735665824,0,20,40,2.1462535825254156,1.0794537963585613,47,3456.0917023449465,11069.50435865753,28.16935319630112,20,3,10365.437319875015,999.5107490274136,14,0.33514224480230725
5ae64596-6f11-4c95-bf94-81667e93a736,TradeHalo Frazer Town Candidate,12.9075770749004,77.69329188723734,1.1020950775358151,11593.486063562532,10000,23879.015774525637,20000,0.15815061104320136,1019175.5906097925,294758.60696307296,515602.6212448978,500,99,3.5,706.2597588264856,1.0,0.07720324628531014,805.9609348226932,246.84671007149328,0,60,40,6.150422507800974,1.159092742155595,49,9118.023000584508,8656.811045697548,38.78590341694373,30,1,13594.062247010574,1223.4517309747832,17,0.25939050438001643
