location_id,name,lat,lng,own_store_blocked,break_even_viable,d_wt,d_count,d_dens,d_offset,d_var,min_d_dist,freq_score,c_count,c_dens,min_c_dist,c_pressure,saturation,unmet,c_cluster,tier_gap,avg_age,nearest_own,overlap_frac,overlap_demand,risk_rev,net_new,rent_adj,ppi,labour,infra,payback,future_pop,footfall_g,eff_rad,access_scr,zoning,pop_2027,student_d,hosp_f,demo_match,affluence,working_rt,student_dens,commuter_rt,event_foot,transit,access,pub_transit,parking,traffic,vis,boundary,flood_pen,demand_score,competition_score,cannibalization_score,cost_score,forward_score,customer_profile_score,accessibility_score,final_score,huff_capture_prob,net_opportunity_index,opportunity_score,demand_reached,unmet_demand,saturation_ratio,comp_pressure,self_overlap_count,self_overlap_demand,net_new_demand,rent_adj_demand,competitor_density,comp_count,nearest_sister_dist,ml_score,shap_demand,shap_comp,is_pareto,lisa_cluster,rank
a47e2a33-8440-4c20-a07f-9a4263f5ae89,TradeHalo Electronic City Candidate,12.877017960341972,77.62855739939889,False,True,12879.438381311633,257,455.5169516962724,0.0615526107140624,843.4986917321569,0.08472080287814449,55.43933317131058,5,0.17683882565766149,1.8875536221424305,26.804162057387664,0.0003882156854956593,10738.714620348086,0.03192301741535887,0.8,5.089585923538861,9.164399554051473,0.0,0.0,0.0,12879.438381311633,10703.19862702464,1.3655138998480236,0.9894012520242715,0.9212150421715748,4.777808749075375,294.0,20269.682662701216,3.0,1.0,0,283.1665033926225,190.4481557775439,137.14153432779605,0.24236524539252968,7055.992769829868,0.5004007725261512,0.00036987701304264326,0.03936656486902142,141.35562786180938,1.6619161207648636,14.511976518819214,1.6619161207648636,0.5675675675675675,10446.960901346949,546.9312885655302,1.0,11042.912807216591,0.6904326143219118,0.7601649933724871,0.8384520353893311,0.6092866029551229,0.2499258901127836,0.3045082666758878,0.3937128022078668,0.8812369814675166,0.9595770526928185,0.4311762229459451,0.8883580144694837,12879.438381311633,10738.714620348086,0.0003882156854956593,26.804162057387664,0,0.0,12879.438381311633,10703.19862702464,0.17683882565766149,5,9.164399554051473,0.85275286,0.52460164,-30771.61,True,Neutral,1
7a828ea2-55bb-465d-9b44-f41f02c252a6,TradeHalo Banashankari Candidate,12.909005878427582,77.63476224159443,False,True,13058.048657325518,251,461.83399798840964,0.0648305995719964,890.089340848167,0.2557674427219641,59.52218009800825,6,0.2122065907891938,0.5874349792460501,30.969772108948167,0.0004594867240469365,10446.715273438054,0.029072573055548893,0.6666666666666667,1.69723389735925,7.132028811037465,0.0,0.0,0.0,13058.048657325518,11889.984322132106,1.4925646130613612,0.9574230358389515,0.8097749908796048,3.7041211825548745,297.5,1429.153693445092,3.5999999999999996,3.0,0,304.1191221327171,28.169470173081077,7.583839665739868,0.24912687252755036,7688.728138101615,0.5036095816458305,5.5390537063083394e-05,0.00281019096700158,2935.1384052053595,3.0601509510747604,14.136550242223214,3.0601509510747604,0.5121951219512195,12013.163899582756,1030.488357135794,1.0,7676.340394090748,0.6488756417146249,0.6963656325496895,0.810729128839349,0.6024430672214734,0.29551049674104685,0.30449371481506965,0.46902377766773756,0.8612106414505996,0.9094621793889698,0.41881384059411186,0.8443746122058675,13058.048657325518,10446.715273438054,0.0004594867240469365,30.969772108948167,0,0.0,13058.048657325518,11889.984322132106,0.2122065907891938,6,7.132028811037465,0.9285547,0.5130984,-30690.684,True,Neutral,2
6271eea8-8cc3-472c-aedd-d898e2af0167,TradeHalo Ulsoor Candidate,12.907690129565886,77.70589343812694,False,True,16176.72465101692,279,572.1345980546353,0.09046616157903982,874.5581993429508,0.28791907666430744,69.31053049213622,11,0.3890454164468553,0.6027509706899061,32.20512080085934,0.0006799893202922573,10801.694819793578,0.023071028198692427,0.09090909090909083,3.106240456768646,9.741319112156797,0.0,0.0,0.0,16176.72465101692,20316.516758560658,1.4605624070320014,1.084913996049034,0.7884122167178019,3.011245020750933,353.5,3495.332734744465,4.5,0.3333333333333333,1,271.2142678071339,270.22292776020856,168.99273889567093,0.252983651524502,7524.788170470025,0.49865860942741763,0.0004838062108804124,0.006258031841264083,2351.0942861361755,0.5219571918386879,72.01058266869748,0.5219571918386879,0.5357142857142857,18430.745924179544,543.1282499873994,1.0,0.0,0.8223102226405218,0.48129119211228527,0.9007597846968924,0.6400815495191754,0.4211107749356419,0.2802557033762961,0.5585762167815596,0.8522064827382565,0.9756525564641624,0.46255535326819774,1.0,16176.72465101692,10801.694819793578,0.0006799893202922573,32.20512080085934,0,0.0,16176.72465101692,20316.516758560658,0.3890454164468553,11,9.741319112156797,0.2610324,0.55631804,-34551.832,True,Neutral,3
582442d1-afb5-4343-beba-c5a7586c2a9d,TradeHalo Malleshwaram Candidate,12.898820795529812,77.61732691725096,False,True,12130.09761576404,245,429.01444349690246,0.11775368069904077,862.1779421809003,0.12044630386653285,56.80920681010508,8,0.2829421210522584,0.7823137273529618,30.51197485569852,0.0006595165392241654,8341.164319157986,0.027752171973469353,0.75,3.11220677972799,7.938662528023233,0.0,0.0,0.0,12130.09761576404,13096.927930079873,1.133856438920249,1.0448256214438296,0.9089445319175062,3.02353280650528,462.0,379.8879783815183,3.0,0.3333333333333333,0,245.8263200557315,25.59556656965536,59.703851104409054,0.24912558592767273,5898.0097585909025,0.4981722570500394,5.203059041112711e-05,0.0007722351349984605,1122.7128039232928,3.1508437709709733,55.42675049128529,3.1508437709709733,0.5535714285714286,11913.542825709157,856.7188645054929,1.0,13685.81317125185,0.6452239051224373,0.6016720763289125,0.8077963557395742,0.6831460894274504,0.1915494727159999,0.22450433750788695,0.5201567491013597,0.7708200123995828,0.8855365733892712,0.41492696181087013,0.8305457119010744,12130.09761576404,8341.164319157986,0.0006595165392241654,30.51197485569852,0,0.0,12130.09761576404,13096.927930079873,0.2829421210522584,8,7.938662528023233,0.5319172,0.37345818,-36573.555,True,Neutral,4
d08a86e7-d58a-4ec7-8ef1-2292de5f7b96,TradeHalo Sadashivanagar Candidate,12.910369964317676,77.58806517691804,False,True,14735.241560059447,269,521.1525626525761,0.17817983596137102,965.9730207484171,0.06285636208616897,61.443517797489434,8,0.2829421210522584,0.8148930755793433,31.269691720446936,0.0005429161081203018,11036.01916801132,0.03106619366099835,0.125,2.000208148242787,4.763272073970385,0.20438345707768577,3011.6396109197412,1505819.8054598707,11723.601949139706,15691.657866363166,1.155991418556697,0.9886417411881262,0.9290653819554302,4.422766553066889,409.5,3056.970629691347,4.5,1.0,1,320.6915024035858,2556.087115379411,375.2749535626419,0.24851828794153547,6011.933656610728,0.5035321518231057,0.004829982699843799,0.005776452283844856,1071.3620256713791,0.15001423874105493,15.243240744063232,0.15001423874105493,0.48148148148148145,14711.716160562224,781.4505724542261,1.0,6615.115930954928,0.744359438325686,0.62869108624228,0.4019859337151817,0.6988597835390149,0.6354714387770126,0.31145718997910105,0.4175244552472178,0.7634554771324339,0.5176935340572062,0.43073308842644836,0.8867814118961918,14735.241560059447,11036.01916801132,0.0005429161081203018,31.269691720446936,1,3011.6396109197412,11723.601949139706,15691.657866363166,0.2829421210522584,8,4.763272073970385,0.27015173,0.53883123,-35847.54,True,Neutral,5
1861cff7-4ec6-43eb-bedd-79189f9c60cd,TradeHalo Electronic City Candidate,12.882675191461193,77.63099265400132,False,True,13019.186099245144,257,460.4595161618124,0.05354434732001843,848.0554735884522,0.1895669229266333,57.56854567734781,4,0.1414710605261292,2.121549134254056,27.208199148021173,0.00030723886804505553,11126.085656006906,0.03406523667106356,1.0,4.8528244559376255,9.360812884574093,0.0,0.0,0.0,13019.186099245144,13130.446264289609,1.1969508973673804,1.0963146578856784,0.9414586521696529,5.571798873329629,346.5,2957.170764326914,3.0,1.0,1,313.47136249272296,352.07245458295307,153.2261215705224,0.23845030701995543,6218.070548743454,0.49458155117258035,0.0006764916284394306,0.005682072652638164,636.4490633312458,0.14490212545827907,18.33191528920689,0.14490212545827907,0.5333333333333333,14025.962154215136,324.4656713475825,1.0,33948.0646988073,0.6764920992342857,0.829132303577201,0.8436842081698813,0.5907208714251413,0.3449376017052339,0.15655508065756643,0.3059385682736872,0.7536187056291649,0.9580423295059023,0.4269390783608261,0.873282923808762,13019.186099245144,11126.085656006906,0.00030723886804505553,27.208199148021173,0,0.0,13019.186099245144,13130.446264289609,0.1414710605261292,4,9.360812884574093,0.27496183,0.67799354,-30360.223,True,Neutral,6
e782ce0e-07cb-4976-a34f-b394caf5f296,TradeHalo Sadashivanagar Candidate,13.101638896146252,77.64970662781484,False,True,13776.143293616155,250,487.23140042694996,0.11749047071382887,911.7257358992526,0.06791128212012937,59.478339678920534,9,0.3183098861837907,0.4453410239646012,33.82814197886744,0.0006533033090742158,9934.738264804828,0.02840490530848862,0.11111111111111116,3.1371458163854427,7.409448827412616,0.0,0.0,0.0,13776.143293616155,17365.639219473607,1.3812935275961096,1.1542567070259784,0.9758727317528817,3.6143859029375984,304.5,1953.002456709928,4.5,0.5,0,317.523476855344,26.08095816047339,6.054433831808641,0.25117567794003764,7133.871813071793,0.4875268705206912,5.200397171163007e-05,0.0038941776558428275,1534.6438110841718,1.3998202538938613,53.310894066462254,1.3998202538938613,0.16666666666666666,19373.066266633807,222.4251907789452,1.0,0.0,0.7112472372612959,0.5207119648845242,0.8265859472689462,0.6529381181070855,0.26702244708734424,0.22557611376199788,0.42578083966238933,0.7484137835555376,0.895432134283703,0.410122550105294,0.8134523744947091,13776.143293616155,9934.738264804828,0.0006533033090742158,33.82814197886744,0,0.0,13776.143293616155,17365.639219473607,0.3183098861837907,9,7.409448827412616,0.4882594,0.602742,-27589.729,True,Neutral,7
9fe00358-50f5-433e-b0fd-8821387a7885,TradeHalo Basavanagudi Candidate,12.872464589473498,77.6719309053947,False,True,14781.377492987443,262,522.7842874924976,0.13744547758259848,938.5024635111927,0.059414765142399344,63.9170851860503,8,0.2829421210522584,1.1602733760948252,27.442594677915693,0.0005412215474366544,10677.16478380368,0.02673151235081543,0.75,2.3877801416091478,12.416845895461991,0.0,0.0,0.0,14781.377492987443,14828.778746920985,1.7089205194719281,1.1868373700044346,0.9136291994360451,5.893702471149691,350.0,9269.26460046113,3.5999999999999996,0.6666666666666666,0,339.79400356604884,366.2296846907061,31.93166932272708,0.24902941929515474,8778.281278932642,0.5046035033715605,0.0007054961647716639,0.017856091134179516,1451.6630528900253,0.4580050826168293,54.432526603151906,0.4580050826168293,0.37777777777777777,11574.4883372912,815.8845876884401,1.0,16226.441970743977,0.7712166247258921,0.6809262601231933,0.918390718514765,0.4770525467010639,0.2949454517324333,0.32186057344202484,0.42553531242786896,0.731117499804859,1.0,0.4147542693529388,0.8299312994335648,14781.377492987443,10677.16478380368,0.0005412215474366544,27.442594677915693,0,0.0,14781.377492987443,14828.778746920985,0.2829421210522584,8,12.416845895461991,0.3358623,0.27483732,-30018.389,True,Neutral,8
cdce713c-3dab-43b1-8dd0-c5b6e00ac528,TradeHalo Basavanagudi Candidate,12.913642374229688,77.72925771843849,False,True,13646.135137325393,254,482.63330249007475,0.21369471448967095,910.3143623504708,0.2500959873814752,62.537725598969494,14,0.49514871184145215,0.7442520804968386,28.83365635226881,0.001025931508014068,6370.818254159021,0.025630553321809208,0.2857142857142858,3.917757616410648,10.731216133826866,0.0,0.0,0.0,13646.135137325393,16824.2404923097,0.5348847435388766,1.2009558396882338,0.9240381130712744,2.989996000483155,392.0,4302.866382275473,4.5,1.0,0,285.5441354845306,1201.2663545436285,49.27891767650178,0.2588977118753942,2896.3856605549972,0.5069302807265555,0.002408571815272536,0.008627364492506485,1856.7540882910623,0.3398906846122522,18.800947974141245,0.3398906846122522,0.4722222222222222,10658.6280650031,200.0,1.0,10746.376723804698,0.6695050525843762,0.38136224069779145,0.8745298705056388,0.7325877007616091,0.40102540679647075,0.27307789407180033,0.3278529669973985,0.7304488731945074,0.9539756692902849,0.42511942075751147,0.8668088696927472,13646.135137325393,6370.818254159021,0.001025931508014068,28.83365635226881,0,0.0,13646.135137325393,16824.2404923097,0.49514871184145215,14,10.731216133826866,0.18500888,0.7859823,-30832.895,True,Neutral,9
ad03a069-4938-480c-8e74-2b7ed5312bb2,TradeHalo MG Road Candidate,12.92397847121126,77.59498279636252,False,True,12774.709115535727,272,451.8129116219123,0.042331037614461844,798.4286060505121,0.07983061563031775,52.70129750533107,6,0.2122065907891938,1.794202005788822,30.75106316857467,0.0004696780134667185,10280.163872552326,0.0304526581234903,0.8333333333333333,2.8644299825964037,5.646909434274371,0.15223907304940879,1944.8098742249917,972404.9371124959,10829.899241310735,15664.417392547699,0.5477864911067262,1.098658196967749,0.7466395709472313,6.3843344504371835,364.0,2734.0386316569625,3.0,3.0,0,276.2500492631532,1979.0309163797865,209.6383200772404,0.25133085666230265,2972.970285111489,0.4996905128473551,0.003646649816845618,0.005037860395641943,189.89447956445764,0.11135527253910432,24.2411997946213,0.11135527253910432,0.2909090909090909,16120.421877057386,364.9871265172412,1.0,0.0,0.7024374970055208,0.7482304224862081,0.5140147403775897,0.5910983074799084,0.38768385538710504,0.21449908306088009,0.37577624564436507,0.7301822539488362,0.5871650577283118,0.38699543119113305,0.7311697411437689,12774.709115535727,10280.163872552326,0.0004696780134667185,30.75106316857467,1,1944.8098742249917,10829.899241310735,15664.417392547699,0.2122065907891938,6,5.646909434274371,0.7262323,0.8605621,-25681.188,True,Neutral,10
