candidate_id,name,lat,lon,demand_reached,demand_density,freq_score,comp_count,competitor_density,comp_pressure,saturation_ratio,unmet_demand,nearest_sister_dist,self_overlap_count,self_overlap_demand,net_new_demand,rent_adj_demand,future_demand_proj,NOI_raw,opportunity_score,is_pareto,shap_demand,shap_comp,lisa_cluster
df5840fc-d872-494a-8381-db1ed8e049fc,TradeHalo Node 41,12.974460377433427,77.54915973960627,16648.768584061145,588.8297370103081,374.6053361651174,6,0.2122065907891938,2.7048450718080064,0.00036038701419299903,13942.413890312691,5.9765275294989575,0,2270.8640812800577,14377.904502781086,330.64603839752255,21800.416252619136,26382.895910108073,1.0,True,0.5625974927327073,0.31705870291953026,Neutral
0c7a0cd6-d05f-42bd-bbac-814c6a5bc9fe,TradeHalo Node 130,12.910727443808856,77.67815466236954,15685.960783500032,554.7773768532554,305.92184109419395,8,0.2829421210522584,4.697438030550931,0.0005100102002304603,13058.16471398049,9.287827352138395,0,0.0,15685.960783500032,308.39464321224193,18839.552044223175,21934.818533734244,0.8216656246598608,True,0.32329172535416534,0.3211017732767949,Neutral
67746fac-b49c-4f79-bc8b-02448a46fd19,TradeHalo Node 17,12.916954648104715,77.67201833976843,14450.526885919324,511.0828409280875,355.5185921282278,8,0.2829421210522584,5.451652041746886,0.0005536130317708516,12346.22753332569,8.448447729709285,0,0.0,14450.526885919324,215.8154747556134,17744.71850728545,21082.30963201759,0.7874864435001375,False,0.25304241540300487,0.17299579805682141,Neutral
4fd9548e-b08d-438e-9f82-42bf2e3ca3b9,TradeHalo Node 224,12.977353060932654,77.55629055803689,15292.767460706333,540.8710077614012,277.7321005329452,7,0.24757435592072607,3.5232993924413205,0.00045773271698441745,12378.770509702379,6.259738150487371,0,0.0,15292.767460706333,294.3691044264829,21107.813551956267,20323.36689208753,0.7570585601716561,False,0.31386512629206587,0.21700946963967815,Neutral
dfbbc934-b52c-4843-8a0d-63696e63cd3f,TradeHalo Node 244,12.917961670859675,77.70358062074602,15557.608851682426,550.2378558745519,284.82718270602425,4,0.1414710605261292,2.833921101070255,0.00025710891938046334,13663.771329563588,11.172179341222527,0,0.0,15557.608851682426,301.8622989772948,17308.847332747777,20290.944006795165,0.7557586468594347,False,0.4269546009696298,0.1497279082928284,Neutral
e8b2465a-2fae-439c-860a-0ba040ce3a74,TradeHalo Node 217,12.93811545647947,77.70421615034793,15326.749548724452,542.0728782691051,310.5982366292764,6,0.2122065907891938,3.1196691356456716,0.0003914724371873971,12975.54093528485,9.120537239757464,0,0.0,15326.749548724452,232.23386478161814,17675.983476644484,19236.162996694566,0.7134698787826802,False,0.4292075704655704,0.23610391669755168,Neutral
40f3372f-f52f-4a2d-b65a-d87e44471eb5,TradeHalo Node 210,12.880297650046414,77.6097056944038,14830.12231367296,524.5082828618816,310.0467177999102,6,0.2122065907891938,3.0549050246187917,0.00040458196318908084,12803.641296500835,5.249790565547154,0,2577.2687529762306,12252.85356069673,294.883627447396,15101.841622732565,18235.589291302564,0.6733544150363376,False,0.35753225333731425,0.2071732725271833,Neutral
1923d21b-c58c-46d3-8e3b-4fff7687c9c0,TradeHalo Node 249,12.90782165216485,77.67710849851177,15243.972627559004,539.1452435630141,320.147366408961,10,0.35367765131532297,5.8302162003940525,0.0006559969795485841,12091.893422122894,9.289646139747877,0,0.0,15243.972627559004,280.27563582414354,15869.567300174805,17860.165966858356,0.6583027694852758,False,0.31769336135589404,0.1911566866510348,Neutral
27b2ff8c-43c3-492f-bb4d-40a854950742,TradeHalo Node 142,13.035664034116746,77.51365905160554,14809.202976563147,523.7684126602744,259.9812461186607,7,0.24757435592072607,4.615483986908147,0.0004726790503903626,11459.184659639677,7.269334563285175,0,0.0,14809.202976563147,293.698452867417,18952.572384197858,16785.243294588832,0.6152064725736394,False,0.2950511657315741,0.1944126455622555,Neutral
136583d0-4a50-43c7-9876-6dd01c854c22,TradeHalo Node 123,13.129367610630569,77.69252239920726,11059.23769655574,391.1405213855717,323.0560634992237,6,0.2122065907891938,3.0354674893367495,0.0005425328729364977,9337.562031359532,9.661642046378555,0,0.0,11059.23769655574,217.65934611049286,13090.839193613516,16759.553131029596,0.6141764906549216,False,0.25062501694529765,0.21392105858177723,Neutral
936e2725-a3a2-4351-a2fc-1833030d2add,TradeHalo Node 94,13.101050493945085,77.58090998609488,14029.36088548565,496.1871407433625,299.0836607135004,7,0.24757435592072607,3.742782782058689,0.0004989535914812761,11335.402858662212,2.697095924801362,2,5709.436685200035,8319.924200285615,280.50851388544453,17555.947078233723,16658.772683909687,0.6101359543596019,False,0.24292508770082008,0.16128157326073897,Neutral
533fc504-7cdb-4288-a855-c29ddbf73baf,TradeHalo Node 80,12.883141675695576,77.62522580744265,13104.243885133497,463.46781995571985,263.29001711724254,4,0.1414710605261292,2.2705181548500257,0.0003052446241891087,11596.731617389136,6.762147911480139,0,0.0,13104.243885133497,230.24126258963574,15189.774038652715,16614.409657129596,0.6083573313727251,False,0.2970613030679669,0.21889758526290723,Neutral
eb7104d6-48a2-439b-b921-07188f2dfc70,TradeHalo Node 112,13.130415591447337,77.49026530030272,12980.641088364237,459.0962652699841,419.7280542457285,12,0.4244131815783876,6.736103178625488,0.0009244535703831087,9167.475785224153,2.0061771658797456,2,6650.774929106276,6329.86615925796,234.09493370639703,15525.224203783759,16060.539704166107,0.5861513210622797,False,0.1880131204685807,0.18769142732255362,Neutral
2bcf6086-2a81-43d9-a80b-4e2e797e1436,TradeHalo Node 10,13.0072650492695,77.64896411041964,13509.653792302192,477.80626233445855,291.12836124672975,8,0.2829421210522584,4.505989291993985,0.0005921691349750506,10454.507241825899,7.176107279381145,0,0.0,13509.653792302192,264.9152326181473,17211.339608058766,15993.941443224174,0.5834812327839365,False,0.20502549885550547,0.17187869623566274,Neutral
de4a97fd-0001-4695-90f7-1924496aaf91,TradeHalo Node 59,13.06666678691414,77.72540506974856,12885.082295409953,455.7165643245243,378.4307866154287,7,0.24757435592072607,8.35730746438599,0.0005432638953725275,10711.229402859704,6.577601062097068,0,0.0,12885.082295409953,186.63961511547618,14653.395304035597,15926.622041304905,0.5807822321880135,False,0.20027174909633041,0.21926553219892203,Neutral
112df4cd-04b3-4c6e-94f0-154476cbeef6,TradeHalo Node 144,13.13164084031943,77.66978559958824,12666.523047737704,447.9866121855278,283.85840698603215,6,0.2122065907891938,3.744975299878917,0.0004736895813781846,10798.867682810946,7.260362320215315,0,0.0,12666.523047737704,252.64164736608154,14625.435880129007,15900.376984580622,0.5797300032358933,False,0.3777320787052598,0.15663806735824143,Neutral
c234c6c3-96d3-45ed-a240-9203b127f9d0,TradeHalo Node 170,13.03479643219371,77.69323979180477,13775.6212103209,487.2129355075843,268.2304975132354,4,0.1414710605261292,4.235697822364145,0.00029036803051779185,12197.137678867059,6.138233296263538,0,0.0,13775.6212103209,184.36077725808298,17504.0339212621,14977.100626398704,0.5427135804827175,False,0.2621574708483078,0.17186425371405467,Neutral
8494b28a-2070-42c6-a039-7cc229891ab6,TradeHalo Node 174,13.127272261427928,77.69554229503929,12377.411341054918,437.76137724679455,319.01801836683177,7,0.24757435592072607,3.1573075097020515,0.0005655463656428336,10356.615712181814,9.96491722350455,0,0.0,12377.411341054918,201.51120852951115,12172.664903743214,14928.853711498641,0.5407792428570969,False,0.3289282351133002,0.13162065729371217,Neutral
cb67a583-7224-48d0-a128-9fb6f23b2b96,TradeHalo Node 154,13.042227107044694,77.71819552003096,12735.57335445899,450.4287672159065,317.47399953485365,5,0.17683882565766149,2.37545200147565,0.0003926010915126484,10716.315097920875,4.515875545727061,0,2826.6924449969774,9908.880909462012,199.4466014026468,15342.530208752809,14836.107613053644,0.5370608233846129,False,0.19808611918732014,0.16923820105838175,Neutral
